,spid,direction,hit,meas
1359,95,up,0,CellCount
1325,8,up,0,CellCount
921,542,up,0,CellCount
963,561,up,0,CellCount
1141,644,up,0,CellCount
1361,96,up,0,CellCount
935,549,up,0,CellCount
967,563,up,0,CellCount
1133,640,up,0,CellCount
1365,98,up,0,CellCount
977,568,up,0,CellCount
1317,76,up,0,CellCount
913,539,up,0,CellCount
975,567,up,0,CellCount
1135,641,up,0,CellCount
1169,657,up,0,CellCount
1319,77,up,0,CellCount
1197,67,up,0,CellCount
973,566,up,0,CellCount
915,54,up,0,CellCount
1363,97,up,0,CellCount
1321,78,up,0,CellCount
971,565,up,0,CellCount
1137,642,up,0,CellCount
1173,659,up,0,CellCount
961,560,up,0,CellCount
1195,669,up,0,CellCount
969,564,up,0,CellCount
917,540,up,0,CellCount
1323,79,up,0,CellCount
1139,643,up,0,CellCount
1167,656,up,0,CellCount
1165,655,up,0,CellCount
1145,646,up,0,CellCount
1143,645,up,0,CellCount
929,546,up,0,CellCount
1151,649,up,0,CellCount
1185,664,up,0,CellCount
945,553,up,0,CellCount
1341,87,up,0,CellCount
943,552,up,0,CellCount
1179,661,up,0,CellCount
1153,65,up,0,CellCount
1343,88,up,0,CellCount
931,547,up,0,CellCount
1351,91,up,0,CellCount
1159,652,up,0,CellCount
941,551,up,0,CellCount
1183,663,up,0,CellCount
1345,89,up,0,CellCount
939,550,up,0,CellCount
1155,650,up,0,CellCount
933,548,up,0,CellCount
937,55,up,0,CellCount
1347,9,up,0,CellCount
1349,90,up,0,CellCount
1181,662,up,0,CellCount
1157,651,up,0,CellCount
1353,92,up,0,CellCount
1329,81,up,0,CellCount
947,554,up,0,CellCount
1161,653,up,0,CellCount
1191,667,up,0,CellCount
959,56,up,0,CellCount
1175,66,up,0,CellCount
1331,82,up,0,CellCount
957,559,up,0,CellCount
923,543,up,0,CellCount
1357,94,up,0,CellCount
1333,83,up,0,CellCount
955,558,up,0,CellCount
1189,666,up,0,CellCount
1163,654,up,0,CellCount
925,544,up,0,CellCount
1147,647,up,0,CellCount
953,557,up,0,CellCount
1335,84,up,0,CellCount
1355,93,up,0,CellCount
951,556,up,0,CellCount
1177,660,up,0,CellCount
1187,665,up,0,CellCount
1337,85,up,0,CellCount
1149,648,up,0,CellCount
949,555,up,0,CellCount
927,545,up,0,CellCount
1339,86,up,0,CellCount
1199,670,up,0,CellCount
1077,615,up,0,CellCount
1315,75,up,0,CellCount
1261,7,up,0,CellCount
1049,602,up,0,CellCount
1229,684,up,0,CellCount
1093,622,up,0,CellCount
1263,70,up,0,CellCount
1047,601,up,0,CellCount
1045,600,up,0,CellCount
1265,700,up,0,CellCount
1095,623,up,0,CellCount
1227,683,up,0,CellCount
1043,60,up,0,CellCount
1267,701,up,0,CellCount
1041,598,up,0,CellCount
1097,624,up,0,CellCount
1051,603,up,0,CellCount
1269,702,up,0,CellCount
1225,682,up,0,CellCount
1099,625,up,0,CellCount
1037,596,up,0,CellCount
1271,703,up,0,CellCount
1035,595,up,0,CellCount
1223,681,up,0,CellCount
1273,704,up,0,CellCount
1101,626,up,0,CellCount
1033,594,up,0,CellCount
1275,705,up,0,CellCount
1031,593,up,0,CellCount
1103,627,up,0,CellCount
1221,680,up,0,CellCount
1029,592,up,0,CellCount
1039,597,up,0,CellCount
1277,706,up,0,CellCount
1091,621,up,0,CellCount
1053,604,up,0,CellCount
1075,614,up,0,CellCount
1243,690,up,0,CellCount
1073,613,up,0,CellCount
1079,616,up,0,CellCount
1239,689,up,0,CellCount
1245,691,up,0,CellCount
1071,612,up,0,CellCount
1081,617,up,0,CellCount
