,spid,direction,hit,meas
437,307,up,0,NucMask
439,308,up,0,NucMask
441,309,up,4,NucMask
443,31,up,0,NucMask
445,310,up,0,NucMask
447,311,up,0,NucMask
425,301,up,1,NucMask
397,289,up,0,NucMask
395,288,up,4,NucMask
393,287,up,0,NucMask
343,264,up,0,NucMask
345,265,up,2,NucMask
347,266,up,0,NucMask
349,267,up,0,NucMask
351,268,up,0,NucMask
353,269,up,0,NucMask
355,27,up,0,NucMask
357,270,up,4,NucMask
359,271,up,0,NucMask
361,272,up,0,NucMask
363,273,up,0,NucMask
365,274,up,0,NucMask
367,275,up,0,NucMask
369,276,up,4,NucMask
371,277,up,0,NucMask
373,278,up,0,NucMask
375,279,up,0,NucMask
377,28,up,0,NucMask
379,280,up,0,NucMask
381,281,up,3,NucMask
383,282,up,0,NucMask
385,283,up,0,NucMask
387,284,up,4,NucMask
389,285,up,0,NucMask
391,286,up,0,NucMask
339,262,up,1,NucMask
449,312,up,4,NucMask
225,201,up,0,NucMask
221,20,up,0,NucMask
59,126,up,0,NucMask
61,127,up,3,NucMask
63,128,up,0,NucMask
65,129,up,0,NucMask
67,13,up,0,NucMask
69,130,up,0,NucMask
71,131,up,0,NucMask
73,132,up,0,NucMask
75,133,up,0,NucMask
77,134,up,0,NucMask
79,135,up,0,NucMask
57,125,up,1,NucMask
81,136,up,0,NucMask
85,138,up,0,NucMask
87,139,up,0,NucMask
89,14,up,0,NucMask
