,spid,direction,hit,meas
69,130,up,0,ROS
71,131,up,0,ROS
73,132,up,0,ROS
75,133,up,0,ROS
77,134,up,0,ROS
79,135,up,0,ROS
57,125,up,4,ROS
81,136,up,0,ROS
85,138,up,0,ROS
87,139,up,0,ROS
89,14,up,0,ROS
91,140,up,0,ROS
93,141,up,0,ROS
95,142,up,0,ROS
97,143,up,2,ROS
99,144,up,0,ROS
101,145,up,0,ROS
103,146,up,1,ROS
105,147,up,0,ROS
83,137,up,0,ROS
55,124,up,0,ROS
53,123,up,0,ROS
51,122,up,0,ROS
1,10,up,0,ROS
3,100,up,0,ROS
5,101,up,0,ROS
7,102,up,0,ROS
9,103,up,0,ROS
11,104,up,0,ROS
13,105,up,4,ROS
15,106,up,0,ROS
17,107,up,0,ROS
19,108,up,0,ROS
21,109,up,0,ROS
23,11,up,0,ROS
25,110,up,0,ROS
27,111,up,0,ROS
29,112,up,0,ROS
31,113,up,0,ROS
33,114,up,0,ROS
35,115,up,0,ROS
37,116,up,3,ROS
39,117,up,0,ROS
41,118,up,0,ROS
43,119,up,0,ROS
45,12,up,0,ROS
47,120,up,0,ROS
49,121,up,0,ROS
107,148,up,0,ROS
223,200,up,0,ROS
109,149,up,0,ROS
113,150,up,0,ROS
173,178,up,0,ROS
175,179,up,1,ROS
177,18,up,0,ROS
179,180,up,1,ROS
181,181,up,0,ROS
183,182,up,0,ROS
185,183,up,2,ROS
187,184,up,0,ROS
189,185,up,0,ROS
191,186,up,0,ROS
193,187,up,0,ROS
171,177,up,0,ROS
195,188,up,0,ROS
199,19,up,0,ROS
201,190,up,0,ROS
203,191,up,0,ROS
205,192,up,0,ROS
207,193,up,0,ROS
209,194,up,0,ROS
211,195,up,0,ROS
213,196,up,1,ROS
215,197,up,0,ROS
217,198,up,0,ROS
219,199,up,1,ROS
197,189,up,3,ROS
169,176,up,0,ROS
167,175,up,0,ROS
165,174,up,0,ROS
115,151,up,0,ROS
117,152,up,3,ROS
119,153,up,0,ROS
121,154,up,0,ROS
123,155,up,0,ROS
125,156,up,0,ROS
127,157,up,0,ROS
129,158,up,0,ROS
131,159,up,1,ROS
133,16,up,0,ROS
135,160,up,0,ROS
137,161,up,0,ROS
139,162,up,0,ROS
141,163,up,3,ROS
143,164,up,0,ROS
145,165,up,1,ROS
147,166,up,0,ROS
149,167,up,0,ROS
151,168,up,3,ROS
