,spid,direction,hit,meas
1174,66,down,0,MMP
260,227,down,0,MMP
370,277,down,0,MMP
250,222,down,0,MMP
262,228,down,0,MMP
1240,69,down,0,MMP
1180,662,down,0,MMP
382,282,down,0,MMP
1172,659,down,0,MMP
380,281,down,0,MMP
252,223,down,0,MMP
372,278,down,0,MMP
276,234,down,0,MMP
1228,684,down,0,MMP
388,285,down,0,MMP
274,233,down,0,MMP
1234,687,down,0,MMP
264,229,down,0,MMP
919,541,up,0,MMP
1193,668,up,0,MMP
965,562,up,0,MMP
1327,80,up,0,MMP
1359,95,up,0,MMP
1325,8,up,0,MMP
921,542,up,0,MMP
963,561,up,0,MMP
1141,644,up,0,MMP
1361,96,up,0,MMP
935,549,up,0,MMP
967,563,up,0,MMP
1133,640,up,0,MMP
1365,98,up,3,MMP
977,568,up,0,MMP
1317,76,up,3,MMP
913,539,up,0,MMP
975,567,up,4,MMP
1135,641,up,3,MMP
1169,657,up,0,MMP
1319,77,up,0,MMP
1197,67,up,4,MMP
973,566,up,0,MMP
915,54,up,0,MMP
1363,97,up,0,MMP
1321,78,up,0,MMP
971,565,up,0,MMP
1137,642,up,0,MMP
1173,659,up,0,MMP
961,560,up,0,MMP
1195,669,up,0,MMP
969,564,up,0,MMP
917,540,up,2,MMP
1323,79,up,0,MMP
1139,643,up,0,MMP
1167,656,up,1,MMP
1165,655,up,0,MMP
1145,646,up,0,MMP
1143,645,up,0,MMP
929,546,up,0,MMP
1151,649,up,0,MMP
1185,664,up,0,MMP
945,553,up,0,MMP
1341,87,up,0,MMP
943,552,up,1,MMP
1179,661,up,0,MMP
1153,65,up,0,MMP
1343,88,up,0,MMP
931,547,up,0,MMP
1351,91,up,0,MMP
1159,652,up,0,MMP
941,551,up,0,MMP
1183,663,up,0,MMP
1345,89,up,0,MMP
939,550,up,0,MMP
1155,650,up,0,MMP
933,548,up,0,MMP
937,55,up,0,MMP
1347,9,up,3,MMP
1349,90,up,0,MMP
1181,662,up,0,MMP
1157,651,up,1,MMP
